id_profile,placa_carro,data_aquisicao,id_carro
859972,PZR-7024, 2007-12-30,23216
434402,WSB-6660, 1994-09-30,6062
498885,RZL-2644, 2000-06-19,67565
907306,AIL-6600, 1988-11-30,47171
190644,LVC-6492, 2020-08-15,51529
97697,VIL-5654, 1972-02-09,70215
506508,AXJ-3335, 1998-02-26,69058
760302,DKT-4959, 1970-05-17,94626
372269,WWF-3179, 1977-01-29,92930
611235,FWM-5939, 1989-10-01,37045
964946,RVG-2236, 1972-11-01,512
978206,HRY-3309, 1989-07-29,24360
530487,AQZ-5929, 2012-11-17,69636
993463,ZOY-6519, 2017-10-27,71208
39813,YZQ-2902, 1983-11-07,40452
961853,QBN-6630, 1993-07-14,12058
298771,TDA-3518, 1996-12-05,34015
779278,NKD-9160, 2004-10-25,30288
919620,VTP-3128, 2015-09-01,26197
588357,VZG-3627, 2022-04-14,29185
964532,ECE-6760, 1989-01-30,12956
545812,OEG-1608, 1974-01-03,59367
458559,NSQ-4389, 1973-10-06,53402
773700,OWD-2858, 1986-04-21,83536
298305,JSR-4684, 1989-06-03,41395
445145,FYT-8606, 1981-12-01,18931
645652,WHM-4227, 1978-12-06,63380
478713,ULZ-6700, 2001-03-05,51766
676885,CST-1379, 1992-04-27,25716
473911,TXN-8106, 1988-04-01,38709
192268,CIJ-6090, 2001-07-02,34819
686790,DVD-9104, 2020-09-29,72685
989614,IWB-6965, 1988-10-01,79628
88010,LZQ-1948, 1978-12-07,44766
31573,QZZ-9441, 1990-08-02,96150
651011,AZO-3783, 1990-12-05,58281
316545,TBQ-0091, 1986-01-17,34169
98159,BMZ-9991, 1978-04-11,77077
264642,MXM-8155, 1976-08-13,53
213009,NYP-8356, 1976-10-06,91072
49750,JYP-7261, 1974-11-25,63576
658054,UBN-3735, 1979-08-01,40356
814484,WJQ-6217, 2012-12-07,71363
903009,PBM-1805, 1973-03-08,26929
724991,LAF-2919, 1990-01-21,48181
332125,XTJ-9390, 2000-09-04,51779
559238,WWY-5613, 2019-11-25,47466
71620,YKT-5722, 2007-06-05,94296
827236,WYA-6615, 2010-05-18,10515
830719,WUS-9868, 2006-04-27,91210
415329,EKX-3119, 2008-06-08,28097
444271,QJX-2700, 1998-02-15,83417
347121,SSO-2790, 1978-06-05,3477
531448,TLX-3467, 1974-09-16,89185
250638,NOO-2530, 1986-03-08,39445
431384,RLE-9262, 2013-06-09,72780
562693,SDG-7069, 1996-11-11,42901
598961,VPK-3206, 2011-07-27,4438
979064,XDP-1131, 1980-01-04,86070
935038,CYV-2067, 1989-04-11,63525
417902,EWD-1471, 2002-10-21,74871
725094,FKT-2749, 1977-01-22,76246
573173,LBO-2560, 2014-11-20,13762
408147,FKR-9467, 1985-04-28,12325
805311,LPR-8045, 1978-11-17,65551
395387,DZT-0808, 1999-11-28,96379
513142,ZSL-1905, 2017-01-19,93112
429555,LNT-4036, 2020-01-29,62088
48121,IKJ-2020, 1987-07-03,76664
307249,OYV-8094, 2010-01-09,86111
958043,GGQ-6660, 2006-02-04,57762
503640,BGW-3583, 2016-05-10,14349
126781,THE-7557, 1985-05-13,16955
53705,BFZ-3984, 1987-03-19,47623
353711,TKO-6585, 2009-07-24,46472
783055,OUO-5758, 1973-09-07,96403
442449,IDH-5582, 1986-03-27,7700
570772,LSE-4376, 2010-07-12,79514
696330,DUF-6474, 2011-09-01,12260
81978,ZGG-8256, 1996-03-06,83684
110698,EHZ-7277, 1973-12-27,32
773632,MHC-1473, 1998-12-16,68842
4950,PZV-0212, 2005-09-21,89858
13029,BES-9118, 1977-09-09,18765
212807,JIQ-5752, 2015-08-29,1434
323886,GJG-1070, 1980-06-13,82296
342867,VMT-9640, 1998-07-31,31932
982964,TWK-1831, 2004-11-25,43265
251095,WQZ-7223, 2019-12-15,18999
764506,GCY-1359, 2002-05-29,90266
805395,PNO-7536, 2008-06-19,82292
476970,PLD-7535, 1987-10-22,93221
407550,SZG-9730, 1990-12-14,15412
707563,JYE-2496, 2010-09-07,19263
822243,AZN-5448, 2004-12-12,5654
292338,MJE-8207, 1997-06-02,18958
912183,YWD-7286, 1981-11-07,36054
20138,TKJ-8481, 1994-10-03,11930
971549,AAD-7522, 1976-12-24,96603
23566,SKD-0800, 2004-12-26,21951
570852,YOC-9693, 2015-03-30,25657
1110,FKA-3760, 1984-11-02,18480
875479,WKY-4994, 2002-12-28,20906
236178,VBF-3862, 1995-07-02,89743
902814,WUV-1591, 2007-08-07,89200
963923,YHH-4729, 1998-01-19,89681
432216,IDR-8122, 2007-08-11,30731
725484,RQE-8874, 1995-01-04,25798
623686,UZK-1648, 2016-05-27,77476
887460,EZW-5406, 2009-01-30,75769
194096,MOC-1116, 2003-04-05,35208
295499,AJX-0800, 1982-08-23,62696
774802,KBW-3952, 2018-12-16,59825
126920,IRE-7290, 2009-12-13,45554
876415,JZO-6818, 1982-02-01,33513
588334,UQT-3594, 1980-11-04,67868
220281,GOF-5761, 2012-02-23,44922
44226,HVF-4873, 1980-04-26,21141
244335,SPA-2644, 1979-05-07,21419
720999,OCU-2998, 2022-07-05,18135
187323,FSW-6996, 1987-12-06,20210
223422,QNU-2299, 2022-04-20,30213
64428,AUZ-7908, 1971-03-02,72464
460520,TAS-6051, 2016-12-24,81938
850872,QNV-4523, 1991-04-10,28916
756180,FWI-0178, 2016-01-06,89739
828822,TNC-9933, 2019-02-17,31552
87492,MNE-5880, 1973-09-20,47430
851953,FWW-0493, 2016-06-12,34902
224720,ZNS-3211, 1995-03-25,22902
364180,KHV-1359, 1983-07-26,23625
873067,KAB-6966, 1977-08-12,40033
632411,FFT-3193, 1972-05-16,44684
538138,YAV-9366, 1981-06-11,28949
575364,NSK-2536, 2019-07-10,56000
987369,BHP-5093, 2000-11-16,979
159105,YBW-7092, 1996-05-14,14094
368067,AUK-8430, 2014-12-26,49936
840981,FCV-9444, 1972-04-19,44663
430181,CPU-5363, 1987-10-25,74343
885989,CRP-3558, 2007-03-16,50327
111311,WLM-5848, 1999-11-12,86686
913117,ERS-3697, 2006-08-28,33018
196625,YNA-3738, 2008-06-02,61043
981374,RRT-3387, 1991-09-04,32393
938451,ZOA-8624, 2010-12-17,32361
219272,YWX-1409, 1979-01-29,99871
65112,KIC-9108, 1975-03-18,19469
439337,PCB-5619, 2000-05-09,24091
746487,OTK-5434, 2009-04-09,22964
962662,MUX-3164, 1974-02-19,54153
764372,TDR-0349, 1983-08-21,92580
11947,VSM-2819, 2003-11-09,77006
531271,JMC-6128, 1984-03-11,25102
157528,NZC-7019, 2013-11-04,34308
86480,SAG-7077, 1982-11-01,80579
789972,YQV-0914, 2014-03-03,92489
543291,DCA-2585, 1977-07-22,3541
558779,XNY-2704, 2000-01-05,58042
557000,NWI-7266, 1981-03-02,47567
314906,MRU-1758, 1988-05-18,58430
99158,VAF-9051, 1992-04-17,9092
382227,HGB-2620, 2003-01-19,20052
276649,KWA-0330, 2020-08-11,28222
657455,ANU-6626, 1987-11-02,6389
771516,FXO-9498, 2002-03-12,54021
566414,DGO-4656, 1975-10-27,65353
58963,JDT-2749, 2018-12-09,79546
702719,DBI-8461, 2021-03-29,47035
189218,LHC-5528, 2020-05-01,11643
84342,ZWK-8188, 1989-08-16,34690
111205,COD-7198, 1989-05-14,63373
327144,WFR-2297, 1984-07-21,97342
759532,XHD-1284, 1982-01-16,39256
994160,RGT-7665, 1986-09-24,84739
356875,QFZ-9887, 1999-11-12,60739
549756,PXN-9791, 1977-05-10,29414
708223,NRI-5739, 1979-10-05,63318
162452,ODV-7735, 1980-05-29,53762
679830,HLW-1363, 1973-06-09,66598
402782,ENZ-7433, 2013-04-22,87068
480938,ZUU-7231, 1979-11-12,40471
633866,ISN-3379, 2005-07-11,71738
653748,MXR-2499, 2011-04-04,90953
400653,NVT-6809, 2009-03-03,31487
509751,FJL-0487, 2021-02-13,52362
362059,UKI-1713, 2004-02-15,11644
795641,QNX-1421, 2018-07-31,77988
119073,GBS-8973, 1989-12-30,36045
836344,UJF-7061, 2001-08-07,40016
910713,XMD-4714, 2011-06-06,21567
457560,DRG-2177, 1972-06-29,93376
812874,BZD-2902, 2009-10-02,51942
839796,ERP-8409, 1977-09-23,48023
260354,JLQ-3762, 2001-04-01,70771
685242,JAN-9071, 1988-04-27,61944
997665,TDQ-4814, 1980-11-18,50334
269261,CJY-7912, 1971-05-30,76408
492077,CWS-6529, 1983-08-05,30076
997557,NKS-0153, 2000-02-21,67501
110801,ANN-8344, 2013-05-03,89770
600518,NMK-0750, 1988-08-12,73485
82942,OFY-1753, 1995-06-25,77720
814516,XJG-2292, 1986-09-29,53326
61007,ZOR-3286, 1990-05-18,67258
148975,TDN-3552, 2002-12-06,3709
129571,EVN-1797, 1980-09-03,80203
385722,ILQ-2494, 1974-02-07,17025
796609,DLH-0068, 1983-02-21,59436
278815,PFP-4167, 1987-10-07,7874
639207,UOI-2513, 2010-07-25,39764
927366,NZE-8706, 1973-07-30,8855
318118,YEX-2512, 2016-12-25,53412
261785,CAY-5272, 2014-05-01,32653
918241,ZRY-3442, 2011-12-02,69925
410535,TSS-9288, 2014-10-04,98995
25114,UMV-5521, 2003-10-27,37383
388194,GTM-7962, 1982-06-05,21264
561378,QIJ-9148, 1972-10-17,94788
241119,EDR-5678, 2009-07-17,13660
251570,BVB-7372, 1990-01-14,94946
300329,MCI-1336, 1992-08-13,98215
466103,FCX-4614, 2008-05-04,83877
766603,LHE-7692, 1971-01-26,67800
732932,POR-4221, 2006-05-25,3371
278681,NMN-1694, 1971-05-13,38520
61993,SNS-1201, 2014-12-06,14604
661671,YVU-5814, 2014-01-13,30518
144533,IPK-3988, 2013-11-13,49981
252934,IMV-3841, 1995-01-20,27225
43975,DJW-5119, 2013-11-28,5412
967154,GGM-2602, 2005-09-01,15918
156644,QYC-7511, 1983-10-13,20949
121592,EBQ-3783, 1975-01-19,74126
41311,LLB-2082, 2017-12-11,62610
379236,CZF-6968, 1973-06-21,83532
620240,MRP-4837, 2021-02-07,16873
640910,XHE-1945, 2018-11-14,87849
911491,BHX-2517, 1977-12-23,28733
286289,ZBA-1903, 2015-04-11,11841
46703,HUF-1250, 2002-04-21,69821
273161,VFO-0956, 2000-06-07,20534
703357,DCN-7027, 1988-04-03,79720
989100,POC-9866, 2014-07-05,60588
526543,LKP-6502, 1974-09-26,36647
529576,XFQ-3073, 2016-07-12,24864
401123,WUD-9932, 1982-06-29,88046
776519,QTX-6267, 1993-11-15,13465
725630,UUE-8188, 1985-06-25,72526
25495,JRR-3900, 1971-06-25,62674
785285,YRC-3027, 1973-07-18,84593
186741,UXH-0051, 2020-01-05,19843
632004,GYW-2849, 1982-11-12,47963
574942,YPP-7449, 1988-01-16,80561
652487,HOA-7121, 2002-12-31,97773
254676,BHW-4662, 1990-02-09,5948
630375,CJK-3314, 2003-09-19,59042
626181,XVE-4074, 2016-07-23,54595
303903,HGR-1025, 1979-03-15,25686
126039,WZS-4759, 1981-07-28,92695
267731,SVS-9425, 2019-06-21,63556
737327,KXL-2392, 1975-06-21,4019
247199,PWN-7281, 1984-07-10,32773
969470,DWW-7014, 1970-04-12,71284
735739,JXR-3208, 2012-05-09,49709
490803,ERP-2336, 1980-12-04,47047
677281,AMR-0538, 1996-02-16,95159
791327,ZDT-4044, 2010-04-01,60792
332607,ALF-9052, 1970-03-22,31459
906980,LDT-0456, 1989-05-29,54295
708690,XXB-4119, 2018-10-28,40955
286583,QCT-2212, 1979-04-01,96285
564180,OHM-9819, 1978-05-01,86902
369831,DDK-9257, 2012-10-22,57809
898203,FAW-4673, 1989-02-10,64176
746360,JWL-1513, 1990-10-31,87538
395339,JDD-0557, 1979-05-14,85694
69775,KKE-9491, 1998-12-30,79237
557733,VOG-3908, 1984-01-29,65737
895371,PFK-8054, 1982-03-27,3470
879385,CSW-0118, 1996-06-07,50975
984050,WSD-3785, 1991-11-07,68417
102101,YOK-3765, 1974-07-14,33290
464135,WED-7411, 1991-12-27,98696
623831,PSK-6175, 1996-03-24,57927
954246,MKD-5011, 1989-12-21,80558
875011,ROP-9419, 2022-04-29,97621
250771,YGG-5556, 2006-03-02,41923
770430,EWS-2942, 2016-03-08,77877
198417,HSH-7607, 1980-11-19,74428
533542,IAZ-8527, 2014-01-07,87248
608709,VZY-0951, 2007-04-16,78638
343949,AVM-9283, 1988-09-12,27467
95937,KKV-3126, 2014-04-15,97165
346607,DER-9791, 1987-09-17,33461
451699,UDY-3589, 1985-10-19,36065
307952,ZLQ-8740, 2014-04-10,40855
516241,BNR-1677, 1976-04-11,31527
172332,PLM-0667, 2005-08-30,10585
312642,CED-3653, 1978-08-28,97502
860449,UCV-6842, 1977-01-16,96569
259595,MHW-3192, 1983-08-07,51156
244514,CRQ-0030, 2007-02-19,62576
220662,EER-7181, 2015-05-26,7766
930982,TXL-4715, 2013-09-27,19556
713620,CCA-5695, 1983-11-04,38898
202559,YCX-3741, 1993-03-06,51482
862218,WSJ-7432, 1998-04-07,27983
179770,PHW-6411, 2003-12-06,87777
195595,GVK-4156, 1988-08-17,94451
408218,YBZ-4344, 2001-11-10,64002
516652,HZH-8337, 1970-05-09,5235
619246,FNQ-9987, 2021-02-04,85181
691722,ELS-5733, 2003-04-28,11608
392823,GNP-1525, 1973-05-01,62179
326731,DQD-9182, 2019-03-10,25779
641533,OMC-7824, 2015-12-28,42405
372693,HNH-2778, 1983-02-02,9352
814613,LFI-5379, 2010-02-22,69563
847999,LVH-2823, 1996-10-25,82055
130584,QBF-0512, 2018-02-01,96676
290788,BFT-4917, 1977-08-15,34923
203803,TKK-0236, 1982-02-05,39768
968505,KYY-7783, 2007-08-28,21552
380634,YRH-6725, 2014-04-14,97547
102088,GNK-2517, 2021-10-12,40612
187377,KTK-5326, 2006-02-16,30746
442088,ERM-5866, 1995-04-05,87701
217909,OMH-1380, 2006-02-17,69814
980121,ENU-9784, 1979-02-20,17937
920043,IIJ-3682, 1982-06-26,62046
117472,ZQK-0987, 2018-02-15,94191
685103,IWT-6842, 2006-08-25,73536
3077,FNR-7683, 1989-12-05,88718
375747,MOH-7905, 1999-12-18,63546
75828,RQF-9976, 1991-06-26,19039
724876,TWW-1013, 1976-02-19,60094
817999,LUL-8479, 2011-09-19,91005
736511,AQX-2799, 2008-05-17,55382
137170,WSZ-6702, 1992-01-28,22773
836983,OUD-1794, 1994-07-03,41110
295883,LGJ-8617, 1981-02-19,48127
415908,QAI-0102, 1997-01-05,26284
7874,BXU-2085, 2011-01-31,12636
556784,LHE-1455, 2018-01-05,30284
542247,RBG-4458, 1982-06-06,63063
536619,MGA-5055, 2011-09-05,1936
162091,QWL-4741, 2016-09-22,96446
199682,YXV-6147, 2004-10-06,38186
661436,XOW-1614, 1979-07-07,82869
632665,MFQ-3959, 2013-08-23,40990
291269,KBN-1978, 2020-04-13,25409
596046,AAK-9151, 2017-05-02,5409
676244,OSI-0859, 1972-07-11,87008
964343,TNG-9114, 1994-10-26,85308
464768,LFE-3551, 2006-09-07,54026
548241,RXP-1064, 1986-07-27,65879
661785,QSW-7337, 2015-09-08,48777
994946,PFQ-0763, 2000-06-13,31574
804099,JSD-7968, 1973-12-15,84172
470703,ZEG-9320, 2008-02-29,95606
279343,WJY-0890, 1983-11-09,22582
367791,XZM-9011, 1978-03-29,54989
776294,UGA-6816, 1978-07-17,32009
937695,JET-4977, 2009-07-16,11906
347598,EBB-8102, 1981-07-18,89466
508252,EZU-9572, 2016-10-17,15587
716716,KGZ-0441, 1994-11-21,19575
162239,IEZ-7454, 2003-04-12,96985
535801,KLL-3575, 1988-07-30,9322
195066,QUO-2810, 1970-05-11,41932
4823,SUA-3482, 2014-04-09,49887
672418,JJS-7132, 1980-10-11,12444
598459,UON-2770, 2009-02-03,3824
884325,FDP-5897, 2004-01-28,46067
577718,ZBR-8918, 2022-01-07,20384
245910,KOX-9811, 1986-08-13,27906
603640,JJX-8098, 2008-02-08,71576
615191,LAP-4570, 1972-10-11,73316
457394,VTO-9876, 1993-03-01,80612
337066,HOA-8364, 2013-04-07,42691
546542,ZEY-2573, 1971-11-18,1483
786594,ILG-4160, 2020-03-09,77844
501980,PTW-3540, 1987-02-25,61533
751462,HEY-0368, 1996-03-11,25404
351835,RQV-2642, 1979-06-02,5632
920463,ZKD-1454, 1977-02-16,58461
394290,TWP-6454, 2001-07-02,71557
986974,MPK-2968, 2000-02-29,24660
793255,FXR-8209, 2009-11-25,47929
101950,GWN-8774, 1996-03-13,97417
516629,ZQR-3408, 1974-03-06,6787
556764,ZBW-3447, 1989-01-28,8797
545583,QDD-8055, 2015-08-06,99520
891504,FUS-7044, 1998-02-13,5861
25576,LVL-0291, 1976-03-30,51245
350692,CFE-1071, 1995-03-07,97126
522060,MOQ-5162, 1993-08-05,42110
350729,SPA-4057, 2000-04-24,71640
394234,GNZ-2305, 2014-03-06,89767
1644,DUU-1068, 2005-01-30,18531
976272,BHE-2312, 2013-04-03,56489
564989,CVH-8414, 2004-01-27,51909
327797,LTR-4785, 2017-05-27,52584
679581,EGZ-7836, 2021-10-20,36305
496023,NYR-1097, 1989-09-01,52618
877159,TSH-6033, 2016-10-26,24366
949535,FGG-8224, 2009-05-25,13083
403174,XYL-2387, 2006-01-22,17011
565296,BKS-4778, 1985-04-02,73554
663885,UII-1739, 2013-11-01,90532
160734,AMM-3050, 1972-03-26,54725
444144,BYV-9874, 1991-10-28,56280
930296,IJH-2283, 2012-10-23,39874
176277,YSI-1411, 2002-03-13,8602
107329,AJI-8557, 1998-07-04,41805
801423,YFP-3909, 2019-10-25,11287
226838,GVT-2873, 2008-06-16,63512
162970,JZT-0319, 1988-08-27,6929
232723,LNJ-2847, 1990-10-08,94033
373393,CNF-3796, 1988-09-24,50436
750241,RRO-5188, 2017-02-21,99226
741562,PEH-1812, 2008-05-17,38600
761837,IZR-4610, 2007-06-22,79954
303756,YLO-6480, 2009-07-22,2536
848086,UOE-2754, 1997-01-04,46504
783983,MHC-9225, 1993-07-09,41931
156331,NFQ-7602, 2005-09-07,5861
38960,ORX-2506, 2006-06-24,85187
678257,RUT-1346, 2008-03-23,83367
332558,KQX-2982, 2017-01-06,89140
139789,RRG-3305, 2012-05-28,15291
981603,TRB-6473, 1988-01-20,25728
526181,YZR-2875, 2006-06-08,46354
270376,ZIJ-0488, 2006-03-10,49743
731583,WYJ-8445, 2019-12-05,22937
142987,VTR-5212, 1978-04-02,67569
965892,DXW-3610, 2018-09-21,66833
4803,UYG-9939, 2018-07-16,68775
351346,CPO-9794, 2002-07-04,82327
64547,XTL-0203, 2009-12-13,19432
909096,SXA-8314, 1970-11-03,59133
188058,DYL-8846, 1984-07-16,95945
745128,CVN-5013, 2021-05-21,70653
217799,NEI-6364, 1995-02-01,3020
900450,SHJ-7888, 1983-08-01,48292
492553,CHS-3329, 1978-12-06,91506
235575,JIM-2803, 2000-03-31,27223
69940,WBL-3834, 2001-07-01,88063
435933,BLX-5348, 1995-03-22,35462
622517,TUY-1808, 1982-03-23,66841
415395,TIS-6991, 1991-06-15,4751
182807,EBL-5366, 1990-04-11,16345
590246,OVT-0568, 2000-12-01,71771
58028,JIT-8859, 1975-08-22,85572
328434,IRZ-8794, 2006-06-25,17859
372420,TOB-3879, 2006-11-20,82475
249011,ELF-4590, 2021-12-31,76427
654045,ZKG-5840, 2008-10-05,25315
1042,ULX-4447, 2001-12-04,8800
500682,JHM-7768, 2001-03-06,63158
14016,TVZ-1444, 1993-09-29,25364
426027,CCQ-2145, 1981-10-30,82659
735776,MAB-7647, 2011-11-21,78546
382488,NUJ-0377, 1991-04-19,94396
949965,QMF-5413, 1976-10-29,8216
689163,OVA-5425, 2006-08-16,12685
164374,RRQ-2701, 1971-01-06,41556
237137,TES-6217, 2011-09-17,67851
573633,ODM-1966, 2012-10-06,44959
960630,SHN-0322, 2007-09-18,53973
883439,ISR-1342, 1983-06-09,62631
512775,EZW-0941, 1979-01-25,31233
337266,YUP-9004, 2002-12-03,58279
372461,LDA-7516, 1971-11-12,18572
290865,DXG-1675, 2011-12-11,39204
396054,GIT-1143, 1988-01-14,84704
585283,AVF-5090, 1982-07-29,9945
237308,TMZ-3277, 2017-10-14,95379
877113,CVT-5554, 1993-09-20,10809
489966,ZFI-8776, 1974-06-09,86201
693439,TVU-9785, 1978-01-09,49401
389275,MCO-2141, 1991-01-21,5529
688990,QPP-2188, 1995-08-25,33128
846592,PWU-5027, 1997-03-25,26883
26612,DPD-8523, 1970-10-15,31287
606119,IHN-7752, 1987-11-29,61656
534617,FZC-9684, 1996-01-29,42206
578307,CWS-8006, 1998-04-08,61343
887235,CJD-7613, 1997-09-02,54171
755895,MIH-7976, 1974-12-06,6966
690993,UNZ-3389, 1981-11-16,58981
670229,TCP-2743, 2021-02-26,67680
744516,CDE-0349, 2009-11-20,84569
684331,VJW-2536, 2008-01-13,22449
390816,LZD-4750, 1978-04-04,22027
210996,PWQ-8588, 2000-01-18,17112
225446,LBU-4836, 2011-01-01,89932
101433,OKC-1058, 1982-01-09,18544
243807,SMB-5330, 1992-04-13,47830
65484,UDP-5580, 1983-08-06,33788
657719,POR-0374, 1974-03-18,29806
520656,GSB-4403, 2006-07-09,19394
18468,TTV-1575, 1986-08-06,38243
606335,MEJ-6466, 1993-03-15,6721
24661,YIQ-0468, 1995-07-02,14583
253092,DNT-0768, 2009-11-04,21854
48357,CSB-1951, 1981-02-10,13467
705033,OEX-1139, 1987-04-16,21635
561473,JBT-2395, 2001-01-12,18761
48600,ZXH-6573, 1970-02-16,54280
137259,BJD-5695, 1989-12-05,23788
763056,QMU-3242, 2005-04-19,41328
847855,AZL-7026, 1972-04-08,5122
354793,MIM-1191, 1979-08-11,17536
735554,ZJN-7276, 2021-09-11,19999
902217,HXW-2149, 1990-07-20,71110
784945,XYX-5234, 1970-07-11,29962
921617,IOC-6714, 2012-09-07,20317
724180,UHJ-9615, 2006-11-17,78618
170922,QIE-1035, 1999-04-08,67959
354234,LKC-8703, 1990-12-08,84661
105922,YZB-9954, 2006-11-06,94887
810855,FVA-7705, 1974-07-15,72989
501202,KGA-8398, 1988-01-20,21035
253789,FIY-3697, 1977-09-06,87381
390176,ZVW-5691, 1983-03-26,71780
524166,LEZ-3417, 2016-09-02,64832
994306,LKG-4322, 1986-12-15,32360
571466,FJD-4492, 2014-10-22,91599
614086,WZG-9290, 2013-04-17,64676
840234,SCW-5228, 1977-09-29,2103
805826,NCS-6348, 2003-10-05,74581
148606,SPW-5057, 1992-05-23,78857
867611,FEX-6375, 1980-05-20,24403
48550,ZGR-7580, 1994-09-23,20737
205393,FGQ-2148, 2005-01-12,80872
237996,MNS-5806, 2021-08-22,71108
540042,LQN-5517, 2019-06-05,17360
922882,SXP-1331, 1971-01-28,39854
80006,IBA-3457, 1986-02-11,71830
426444,YBS-6518, 1970-01-29,99554
419291,YLF-8050, 2010-09-20,82226
471768,BCF-4749, 1981-10-01,16945
626186,BAK-1721, 1992-12-20,25996
828357,MDN-0027, 2018-10-20,68807
923838,TER-9265, 2013-07-23,19658
576491,BGC-6433, 1984-11-19,6389
118603,LOF-0201, 1972-03-21,3972
660625,YND-1186, 1990-08-13,8341
579776,VSM-8462, 1997-09-22,76516
240943,EYS-1197, 2013-12-08,1282
721297,ILH-3727, 1970-11-10,27648
146717,PNB-0878, 1981-10-18,20844
444595,KRP-3169, 1982-06-09,20116
600583,REI-6012, 1974-03-18,73815
985338,VGA-5625, 1997-04-30,60792
335545,AHP-7714, 2010-08-25,45544
638625,OVD-1289, 1992-02-03,91278
629228,GNW-7326, 1999-11-25,20852
524922,QRI-1310, 1978-07-09,94976
500859,LQV-4352, 2006-02-21,80058
324043,DUR-3138, 1984-02-07,37739
443268,ZWJ-5464, 1992-12-19,14259
887227,ZXR-1650, 2013-11-21,14777
544292,TQO-0084, 1980-10-06,48189
970868,PQQ-0603, 2015-09-17,59605
230220,XXZ-5699, 1977-06-11,14926
97906,HNV-1082, 1973-08-19,85166
982388,LLQ-4504, 1997-04-17,14083
620056,BWN-8622, 1997-04-10,58120
687626,OYW-0467, 1970-08-30,17390
869112,UJS-9055, 1974-08-11,71937
403450,XQY-0881, 2006-03-22,46506
586895,VFL-2515, 2020-10-28,85785
462368,PVJ-3986, 2003-08-02,82859
473014,LPF-3962, 2018-06-04,27312
560653,GKS-0451, 1972-02-18,72375
43434,OFA-7616, 2004-07-14,64119
838268,JEG-1932, 1997-08-27,32259
145873,QLC-5373, 2016-01-05,77953
793327,MIS-3065, 2006-07-22,67073
192778,LFQ-6660, 2012-01-20,62341
441491,TXH-0669, 2001-11-15,70024
717005,JLM-6141, 1991-08-18,35586
58214,MAS-0905, 2016-04-23,87256
192253,EOI-9655, 1993-12-06,49908
885661,OON-3427, 1988-05-02,7622
802114,JGC-6078, 1974-10-09,57584
361037,QTX-6769, 2006-09-12,5979
955964,DVS-2240, 1993-06-13,89562
327167,RLW-9954, 2014-06-06,36023
56797,YMP-7951, 2017-04-26,69622
814586,IKV-6241, 2004-03-04,85467
379876,SSD-2701, 1986-12-22,25404
954494,WLY-3301, 2002-02-16,16954
761512,SWO-9211, 2021-07-27,36831
926486,BWD-0694, 1970-02-21,64467
688882,DTP-9608, 1995-05-06,16107
979682,DFW-9595, 1976-10-05,37550
412091,YTF-7776, 1982-11-02,78427
484567,MPT-2629, 2008-10-05,57859
756673,VJC-3024, 2019-05-05,68230
515419,FQD-8145, 1988-06-18,89843
486660,DNO-3687, 2010-05-30,77672
64035,ASP-3998, 1994-04-15,68835
650656,OIX-6328, 1972-12-29,72523
358998,NKA-8647, 1971-07-23,42900
407168,XVL-1938, 2013-06-19,62051
722791,CVP-8164, 1974-11-29,60443
117913,JSR-0348, 2017-07-18,14775
113075,HRA-2315, 2021-11-10,95747
482385,NIP-6514, 1972-10-30,99223
779031,RVV-3025, 2017-02-19,83743
127460,PYD-7662, 2016-08-26,63227
877789,RRA-4721, 1971-12-02,52628
632289,AKK-4881, 1990-01-19,47358
426664,RAS-9727, 1976-06-06,91856
210868,AMY-1974, 1981-02-20,80799
798889,WPW-0337, 1970-09-07,43528
187657,FIF-4346, 2017-07-08,2501
887662,KXI-2805, 2006-12-15,99018
112783,VSH-7130, 1971-10-12,87149
472606,RTZ-5613, 2000-10-07,96005
200258,DRT-5808, 1998-07-16,13653
576681,TOH-2171, 1982-10-07,9462
67925,SVK-2017, 2020-09-21,93496
998694,NBR-8090, 2008-06-24,15765
34121,ZUY-9664, 1994-12-09,26275
426515,OKJ-8456, 2020-09-26,47938
400576,IFX-6401, 2008-09-24,90778
544865,WEJ-4792, 2013-07-04,10630
786380,HCY-4142, 2020-07-16,70057
239993,CEW-9544, 2010-02-02,86962
912591,CFN-3360, 2020-03-30,68742
936905,FGK-1668, 1970-08-23,14939
815988,JLN-7157, 2006-09-10,27374
716790,WYX-2708, 2006-03-30,50203
592127,JJQ-3465, 1985-08-08,17241
86384,MCH-0258, 2015-01-09,71911
523882,OIW-2023, 2011-04-09,19971
849667,BUK-8730, 1995-07-19,71488
133349,YQE-1643, 2007-01-08,4055
836014,OIB-0994, 2005-07-29,17704
381956,RDQ-9275, 2003-08-05,6752
886113,NSI-5201, 1987-04-07,64915
812641,VPI-0536, 1993-03-28,63012
608962,GBO-3204, 2008-03-17,58152
908522,WPV-6141, 1989-05-05,86421
520315,RVR-1147, 2020-10-25,4639
998723,QWK-1270, 1983-07-25,13773
157332,MYR-1755, 2016-05-27,97717
932768,AET-0023, 2017-10-13,25463
68222,IIQ-2520, 1984-09-30,78805
708691,EPK-7507, 2010-11-23,19642
862522,ILO-1318, 1977-10-22,59589
526197,AYS-1800, 1996-10-14,47660
882900,OCE-7658, 1995-04-16,48424
320154,SGO-3122, 1974-12-17,28588
826236,BDB-4173, 2005-08-01,92392
830353,HJA-5258, 1979-05-16,27473
